url_length,hostname_length,count.,count-digits,count-,count@,count%,subdomain_count,suspicious_tld,use_of_ip,has_https,path_length,fd_length,path_depth,query_param_count,tld_in_path,double_extension,has_fragment,short_url,phish_keyword,target,url
31,22,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,https://www.metromoversinc.com/
84,20,3,0,0,0,0,1,0,0,1,56,4,2,0,0,0,0,0,0,0,https://www.en.wikipedia.org/wiki/Kansas_City_University_of_Medicine_and_Biosciences
77,16,2,15,4,0,0,0,0,0,1,53,5,3,0,0,0,0,0,0,0,https://www.facebook.com/pages/The-CJLO-Gospel-Unlimited-Show/104833749557679
52,24,3,0,0,0,0,0,0,0,1,20,4,2,0,0,0,0,0,1,0,https://www.onlyscreensavers.com/free/animation.html
58,36,3,0,0,0,0,1,0,0,1,14,4,2,0,0,0,0,0,0,0,https://www.closinglogosdreamlogos.wikia.com/wiki/TeleToon
34,25,3,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,https://www.kevinmcdonald.vze.com/
135,23,3,28,5,0,0,0,0,0,1,104,3,10,0,0,0,0,0,0,0,https://www.oceaniafootball.com/ofc/News/ViewArticle/tabid/125/Article/e398f142-3548-44b1-9d48-d0843c42d369/language/en-US/Default.aspx
40,16,2,0,0,0,0,0,0,0,1,16,14,1,0,0,0,0,0,0,0,https://www.pornstar.com/Katrina_Kraven/
77,14,2,18,6,0,0,0,0,0,1,55,8,2,0,0,0,0,0,0,0,https://www.trulia.com/property/3042585689-165-Epperson-Rd-Salisbury-NC-28147
55,17,2,1,0,0,0,0,0,0,1,24,6,2,1,0,0,0,0,0,0,https://www.videosurf.com/videos/dennis+eckersley?vnf=1
66,24,3,4,2,0,0,0,0,0,1,34,3,4,0,0,0,0,0,0,0,https://www.sports-reference.com/cfb/schools/ucla/1974-roster.html
74,17,4,1,3,0,0,0,0,0,1,49,2,4,0,0,0,0,0,0,0,https://www.willyfogg.com/ja/search/Angelina-vs.-Vanessa-Kraven/page6.html
97,24,2,15,7,0,0,0,0,0,1,65,4,5,0,0,0,0,0,0,0,https://www.hockeywilderness.com/2011/11/13/2559892/marco-scandella-out-with-a-concussion-deja-vu
45,16,3,0,0,0,0,0,0,0,1,21,3,3,0,0,0,0,0,0,0,https://www.wyrmkeep.com/ite/ppc/credits.html
64,20,2,7,2,0,0,0,0,0,1,36,6,3,0,0,0,0,0,0,0,https://www.artistdirect.com/artist/beneath-the-massacre/3894082
43,15,3,4,0,0,0,0,0,0,1,10,9,1,1,0,0,0,0,0,0,https://www.bevfacey.ca/index.php?page=1375
55,25,2,0,0,0,0,0,0,0,1,22,6,2,0,0,0,0,0,0,0,https://www.absoluteastronomy.com/topics/Joseph_Joachim
31,22,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,https://whispers.theshoppe.com/
27,18,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,https://www.bnminerals.com/
93,24,3,11,6,0,0,1,0,0,1,61,4,3,0,0,0,0,0,0,0,https://www.qxvtevoli.tumblr.com/post/13627736226/hosyy-hheartts-eleventh-song-aiba-masaki-as
38,19,2,4,0,0,0,0,0,0,1,4,2,1,1,0,0,0,0,0,0,https://www.worldsquash.org/ws/?p=2909
32,23,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,https://www.intermodalindia.com/
85,22,4,6,0,0,0,1,0,0,1,55,10,4,0,1,0,0,0,0,0,https://www.blogs.suntimes.com/blackhawks/2011/02/adam_burish_comes_to_patrick_k.html
45,14,2,0,1,0,0,0,0,0,1,23,6,2,0,0,0,0,0,0,0,https://www.amazon.com/phrase/Andrew-Macphail
65,21,2,0,3,0,0,0,0,0,1,36,21,2,0,1,0,0,0,0,0,https://www.publicrecords.com/people-search-records/cliff-compton
39,17,4,7,0,0,0,1,0,0,1,14,1,2,0,0,0,0,0,0,0,https://www.cfn.scout.com/2/864456.html
79,16,2,19,2,0,4,0,0,0,1,55,5,3,0,0,0,0,0,0,0,https://www.facebook.com/pages/Universit%C3%A9-de-Montr%C3%A9al/106327226065229
54,23,4,0,0,0,0,1,0,0,1,23,10,2,0,0,0,0,0,0,0,https://www.rock.geosociety.org/membership/fellows.asp
39,30,3,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,https://www.kansascity.salonseeker.com/
56,14,2,6,3,0,0,0,0,0,1,34,19,3,0,0,0,0,0,0,0,https://www.amazon.com/Tin-Lily-Jeff-Black/dp/B0009X75VA
36,12,2,7,0,0,0,0,0,0,1,16,4,2,0,0,0,0,0,0,0,https://www.imdb.com/name/nm0313640/
56,15,2,0,3,0,0,0,0,0,1,33,32,1,0,0,0,0,0,0,0,https://www.fanbase.com/Richmond-Spiders-Mens-Basketball
43,17,4,0,1,0,0,0,0,0,1,18,9,2,0,0,0,0,0,0,0,https://www.t-ender.co.uk/explayers/cox.htm
57,25,2,0,0,0,0,0,0,0,1,24,6,2,0,0,0,0,0,0,0,https://www.absoluteastronomy.com/topics/Pierre_Dansereau
33,19,2,0,0,0,0,0,0,0,1,6,4,1,0,0,0,0,0,0,0,https://www.animelyrics.com/jpop/
35,18,2,0,0,0,0,0,0,0,1,9,7,1,0,0,0,0,0,0,0,https://www.oregonlive.com/traffic/
61,13,2,1,4,0,0,0,0,0,1,40,1,3,0,0,0,0,0,0,0,https://www.manta.com/c/mmccd6m/fort-wayne-pubc-trnsprtn-corp
49,12,3,0,0,0,0,0,0,0,1,29,11,2,0,0,0,0,0,0,0,https://www.sfcm.edu/departments/composition.aspx
75,16,2,0,6,0,0,0,0,0,1,51,12,2,0,0,0,0,0,0,0,https://www.amiright.com/album-covers/the-beatles-the-white-album-parodies/
43,14,2,4,1,0,0,0,1,0,1,21,4,2,0,0,0,0,0,0,0,https://www.jload.info/2011/scandal-haruka/
53,15,3,4,0,0,0,0,0,0,1,30,4,3,0,0,0,0,0,0,0,https://www.4shared.com/file/KeZR8g7Q/Twixtor_5_.html
47,15,4,0,0,0,0,1,0,0,1,24,6,2,0,0,0,0,0,0,0,https://www.dbs.umt.edu/people/gradStudents.php
85,18,2,4,0,0,0,0,0,0,1,59,8,2,0,0,0,0,0,0,0,https://www.waymarking.com/waymarks/WM9456_Montreal_Boer_War_Memorial_Montreal_Quebec
88,25,3,0,7,0,0,0,0,0,1,55,54,1,0,0,0,0,0,0,0,https://www.jazzmusicarchives.com/pat-martino--undeniable-live-at-blues-alley(live).aspx
58,15,2,8,2,0,0,0,0,0,1,35,4,3,0,0,0,0,0,0,0,https://www.docstoc.com/docs/31971781/JIM-ARNESON-AUCTIONS
58,24,3,4,0,0,0,1,0,0,1,26,4,2,0,0,0,0,0,0,0,https://www.simple.wikipedia.org/wiki/Category:1960_births
66,16,3,5,0,0,0,0,0,0,1,42,31,2,0,0,0,0,0,0,0,https://www.newsmeat.com/political_donations_by_zip_code/60202.php
55,14,3,7,0,0,0,0,0,0,1,33,11,2,0,0,0,0,0,0,0,https://www.jigsaw.com/scid8509392/mary_mattatall.xhtml
30,21,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,https://www.missgrandslam.com/
75,14,3,0,6,0,0,1,0,0,1,53,8,2,0,0,0,0,0,0,0,https://www.uk.ask.com/question/when-was-fiddlers-ferry-power-station-built
74,16,2,6,2,0,0,0,0,0,1,50,15,4,0,0,0,0,0,0,0,https://www.sbnation.com/ncaa-basketball/players/100754/marshall-henderson
110,19,3,12,5,0,0,0,0,0,1,83,82,1,0,0,0,0,0,0,0,https://www.tripadvisor.com/Restaurant_Review-g155032-d703213-Reviews-Chez_Cora_Dejeuners-Montreal_Quebec.html
88,22,2,8,6,0,0,0,0,0,1,58,4,4,0,0,0,0,0,0,0,https://www.comicsalliance.com/2010/12/22/walker-texas-chuck-norris-walker-texas-ranger/
108,20,3,19,8,0,0,0,0,0,1,80,14,4,0,0,0,0,0,0,0,https://www.superlawyers.com/new-york-metro/lawyer/Peter-S-Goodman/ab66b7e4-495d-44ec-b6a7-c198671b05ca.html
53,20,3,0,0,0,0,1,0,0,1,25,4,2,0,0,0,0,0,0,0,https://www.en.wikipedia.org/wiki/Goldstein_(surname)
39,12,2,7,0,0,0,0,0,0,1,19,4,3,0,0,0,0,0,0,0,https://www.imdb.com/name/nm0000633/bio
47,16,3,5,1,0,0,0,0,0,1,23,22,1,0,0,0,0,0,0,0,https://www.findradio.us/displayradio-36121.htm
47,15,2,0,2,0,0,0,0,0,1,24,23,1,0,0,0,0,0,0,0,https://www.squidoo.com/best-martialartist-ever
29,13,2,7,0,0,0,0,0,0,1,8,7,1,0,0,0,0,0,0,0,https://www.vimeo.com/6627475
91,24,4,3,0,0,1,1,0,0,1,26,9,3,3,1,0,0,0,0,0,https://www.content.usatoday.com/community/tags/topic.aspx?req=tag&pg=2&tag=Royce%20Clayton
146,19,3,22,18,0,0,0,0,0,1,10,9,1,2,0,0,0,0,0,0,https://www.solidsignal.com/pview.asp?p=CM2000-WL-4050&d=Cellphone-Mate-CM2000-WL-40-Dual-Band-Mobile-Amplifier-Complete-Kit-40-dB-(CM-2000-WL-40)
35,14,2,10,1,0,0,0,0,0,1,13,12,1,0,0,0,0,0,0,0,https://www.mylife.com/c-1281896711
29,20,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,https://www.kayhicksward.com/
66,16,2,15,2,0,0,0,0,0,1,42,5,3,0,0,0,0,0,0,0,https://www.facebook.com/pages/RBC-Capital-Markets/109446335748951
83,15,2,8,6,0,0,0,0,0,1,60,4,3,0,0,0,0,0,0,0,https://www.docstoc.com/docs/15191069/Presentation---World-Federation-of-Hemophilia
36,27,3,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,https://www.bma-design.blogspot.com/
46,21,3,0,2,0,0,0,0,0,1,17,16,1,0,0,0,0,0,0,0,https://www.liveradioblog.net/roi-heenok-.html
56,16,4,16,2,0,0,0,0,0,1,20,19,1,1,0,0,0,0,0,0,https://www.biographi.ca/009004-119.01-e.php?BioId=40417
54,18,2,0,3,0,0,0,0,0,1,28,26,1,0,0,0,0,0,1,0,https://www.wareseeker.com/free-jehane-benoit-recipes/
47,38,3,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,https://www.montrealstreetfashion.blogspot.com/
31,14,2,4,0,0,0,0,0,0,1,9,2,2,0,0,0,0,0,0,0,https://www.prleap.com/pr/5549/
83,33,4,5,3,0,0,1,0,0,1,42,5,6,0,0,0,0,0,0,0,https://www.familytreemaker.genealogy.com/users/v/o/l/Laura-M-Voltin/COL4-0043.html
82,16,3,0,8,0,0,0,0,0,1,58,57,1,0,0,0,0,0,0,0,https://www.filecrop.com/Sherlock-Holmes-and-the-Mystery-of-Osborne-House-nds.html
66,34,3,4,0,0,0,0,0,0,1,24,23,1,0,0,0,0,0,0,0,https://www.footballworldcupbrazil2014.com/NationalTeamMexico.html
65,34,3,0,2,0,0,1,0,0,1,23,6,2,0,0,0,0,0,0,0,https://www.njcaausabaseball.wordpress.com/roster/paul-davis-rhp/
95,41,4,6,4,0,0,1,0,0,1,46,4,3,0,0,0,0,0,0,0,https://www.indianhillsreliefsociety.blogspot.com/2011/05/david-bednar-small-simple-things.html
29,20,3,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,https://www.too.blogspot.com/
70,21,4,0,0,0,0,1,0,0,1,41,7,3,0,0,0,0,0,0,0,https://www.usparks.about.com/library/miniplanner/blfortdonelsonnb.htm
79,15,2,8,4,0,0,0,0,0,1,56,4,3,0,0,0,0,0,0,0,https://www.docstoc.com/docs/77539275/Lifetime-Management-of-Power-Transformers
54,16,2,11,1,0,0,0,0,0,1,30,5,3,0,0,0,0,0,0,0,https://www.facebook.com/pages/SUGAR-SAMMY/16876285974
64,20,3,3,0,0,0,0,0,0,1,36,3,3,0,0,0,0,0,1,0,https://www.downloadfree.net/584/dl/noisecontrollers+astral.html
80,29,2,0,1,0,0,0,0,0,1,43,12,2,0,0,0,0,0,0,0,https://www.thirtydollardatenight.com/Date_Details/Cook+dinner+together+-+naked!
39,30,3,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,https://www.thenobleidiot.blogspot.com/
64,12,2,0,5,0,0,0,0,0,1,44,3,2,0,0,0,0,0,0,0,https://www.yelp.com/biz/brazilian-jiu-jitsu-unlimited-san-diego
44,15,2,10,0,0,0,0,0,0,1,21,5,3,0,0,0,0,0,0,0,https://www.myspace.com/video/vid/1368073095
44,16,2,0,1,0,0,0,0,0,1,20,5,2,0,0,0,0,0,0,0,https://www.flixster.com/movie/grandview-usa
159,16,3,6,17,0,0,0,0,0,1,135,4,5,0,0,0,0,0,1,0,https://www.ussoccer.com/News/Federation-Services/2010/05/President-Clinton-Hosts-USA-Bid-Board-Members-in-Effort-to-Bring-FIFA-World-Cup-to-United-States.aspx
119,23,3,13,11,0,0,0,0,0,1,88,4,4,0,0,0,0,0,0,0,https://www.beachcalifornia.com/spca/fitness-health-clubs/oakland/1-24-hour-fitness-piedmont-fit-lite-510-595-2400.html
52,20,3,0,0,0,0,1,0,0,1,24,4,2,0,0,0,0,0,0,0,https://www.en.wikipedia.org/wiki/I_Am_Legend_(film)
26,17,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,https://www.schickes.mobi/
44,19,3,0,0,0,0,0,0,0,1,17,5,2,0,0,0,0,0,0,0,https://www.cineworld.co.uk/films/comingsoon
56,18,2,1,0,0,0,0,0,0,1,30,1,3,0,0,0,0,0,0,0,https://www.duckduckgo.com/1/c/American_football_punters
57,23,2,0,1,0,0,0,0,0,1,26,9,2,0,0,0,0,0,0,0,https://www.champlainonline.com/cavaliers/basketball-mens
68,26,3,3,1,0,0,0,0,0,1,18,6,2,1,0,0,0,0,0,0,https://www.baseball-reference.com/minors/player.cgi?id=lacock001ral
46,15,3,0,1,0,0,0,0,0,1,23,22,1,0,0,0,0,0,0,0,https://www.buddytv.com/frankie-abernathy.aspx
36,16,3,0,0,0,0,0,0,0,1,12,11,1,0,0,0,0,0,0,0,https://www.dialogic.com/default.htm
47,19,2,0,0,0,0,0,0,0,1,13,11,1,1,0,0,0,0,0,0,https://www.hockeyshare.com/tournaments/?loc=CA
37,28,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,https://www.missourilaserdentist.com/
122,20,3,9,8,0,0,0,0,0,1,94,1,7,0,0,0,0,0,0,0,https://www.gameinformer.com/b/features/archive/2011/11/18/rainbow-6-patriots-what-ubisoft-is-bringing-to-multiplayer.aspx
43,15,2,3,0,0,0,0,0,0,1,6,5,1,1,0,0,0,0,0,0,https://www.youtube.com/watch?v=5JLXq75SArY
67,28,3,0,2,0,0,1,0,0,1,31,23,2,0,0,0,0,0,0,0,https://www.dictionary.sensagent.com/étienne-théodore+pâquet/en-en/
63,11,2,0,5,0,0,0,0,0,1,44,3,2,0,0,0,0,0,0,0,https://www.yelp.ca/biz/little-sheep-mongolian-hot-pot-montreal
23,15,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://www.variety.com
32,23,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,https://www.pearsonsflorist.com/
39,21,3,0,0,0,0,1,0,0,1,10,8,1,0,0,0,0,0,0,0,https://www.careers.state.gov/students/
102,28,4,0,5,0,0,1,0,0,1,66,6,3,0,0,0,0,0,0,0,https://www.websolutions.tsd-inc.com/danjor/TravelGuide/sir-donald-sangster-international-airport.aspx
55,15,2,6,1,0,0,0,0,0,1,32,6,4,0,0,0,0,0,0,0,https://www.themiaa.com/sports/fball/2011-12/TVschedule
55,24,3,0,2,0,0,0,0,0,1,23,7,2,0,0,0,0,0,0,0,https://www.baseball-almanac.com/players/player-d.shtml
60,13,2,2,0,0,1,0,0,0,1,39,6,4,0,0,0,0,0,0,0,https://www.ilike.com/artist/Bootsauce/track/Whatcha%27+Need
39,16,2,0,0,0,0,0,0,0,1,15,2,2,0,0,0,0,0,0,0,https://www.linkedin.com/in/davetomello
166,14,2,8,18,0,0,0,0,0,1,144,3,3,0,0,0,0,0,0,0,https://www.scribd.com/doc/25115298/Panarchy-on-the-plateau-Modeling-prehistoric-settlement-pattern-land-use-and-demographic-change-on-the-Pajarito-Plateau-New-Mexico
78,21,3,4,5,0,0,0,0,0,1,49,7,2,0,0,0,0,0,0,0,https://www.equestrianmag.com/article/eric-lamaze-canada-wellington-01-08.html
77,15,3,3,2,0,0,1,0,0,1,54,16,7,0,0,0,0,0,0,0,https://www.espn.go.com/college-football/team/roster/_/id/142/missouri-tigers
51,16,2,0,2,0,0,0,0,0,1,27,7,2,0,1,0,0,0,0,0,https://www.linkedin.com/company/the-clorox-company
115,27,3,12,9,0,0,1,0,0,1,80,4,4,0,0,0,0,0,0,0,https://www.velonews.competitor.com/2011/09/news/hesjedal-is-top-canadian-at-grand-prix-cycliste-de-montreal_191836
46,14,4,9,0,0,0,1,0,0,1,24,7,3,0,0,0,0,0,0,0,https://www.pc.ign.com/objects/855/855444.html
115,16,2,0,14,0,0,0,0,0,1,91,30,2,0,0,0,0,0,0,0,https://www.examiner.com/swing-and-big-band-in-national/diana-krall-to-performed-solo-at-the-montreal-jazz-festival
58,26,4,3,0,0,0,1,0,0,1,24,5,3,0,0,0,0,0,0,0,https://www.genforum.genealogy.com/hosey/messages/372.html
36,15,3,6,0,0,0,0,0,0,1,13,12,1,0,0,0,0,0,0,0,https://www.blurtit.com/q447738.html
28,19,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,https://www.litldarlins.com/
40,13,2,0,0,0,0,0,0,0,1,19,3,4,0,0,0,0,0,0,0,https://www.spoke.com/dir/p/leslie/james
34,12,2,7,3,0,0,0,0,0,1,14,12,1,0,0,0,0,0,0,0,https://www.ec21.com/ks-p15d-25-1/
54,20,3,0,0,0,0,1,0,0,1,26,4,2,0,0,0,0,0,0,0,https://www.en.wikipedia.org/wiki/Dialogic_Corporation
36,16,2,5,0,0,0,0,0,0,1,12,5,2,0,0,0,0,0,0,0,https://www.videoeta.com/movie/28388
53,18,4,7,0,0,0,1,0,0,1,16,4,2,1,0,0,0,0,0,0,https://www.sabres.nhl.com/club/player.htm?id=8467905
57,22,4,0,0,0,0,1,0,0,1,27,9,2,0,0,0,0,0,0,0,https://www.vdacs.virginia.gov/livestock/goatgrades.shtml
51,28,3,0,0,0,0,0,0,0,1,15,14,1,0,0,0,0,0,0,0,https://www.childrenscharityfund.org/hospitals.html
36,27,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,https://www.trustdeedinvestment.com/
49,11,2,2,0,0,2,0,0,0,1,30,5,2,0,0,0,0,0,0,0,https://www.last.fm/music/B%C3%A9atrice+Bonifassi
68,17,3,4,3,0,0,0,0,0,1,43,7,2,0,0,0,0,0,0,0,https://www.glassdoor.com/Reviews/Dupont-Company-Reviews-E215_P8.htm
47,20,3,0,0,0,0,1,0,0,1,19,1,2,0,0,0,0,0,0,0,https://www.wiki.answers.com/Q/Who_was_Papineau
71,17,3,0,0,0,0,0,0,0,1,46,10,2,0,0,0,0,0,0,0,https://www.noolmusic.com/utube_live/cartoon_network_studios_cartoo.php
112,22,2,8,11,0,0,0,0,0,1,82,4,4,0,0,0,0,0,0,0,https://www.insidemnsoccer.com/2011/02/28/an-interview-with-montreal-impact-head-coach-marc-dos-santos-nasl-mls/
47,22,2,1,0,0,0,0,0,0,1,17,7,3,0,0,0,0,0,0,0,https://www.thinkbabynames.com/meaning/1/George
69,37,4,10,1,0,0,1,0,0,1,24,4,3,0,0,0,0,0,0,0,https://www.incestmainstreamclip.blogspot.com/2009/07/bliss-1985.html
26,17,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,https://www.ballparks.com/
76,20,3,12,0,0,0,1,0,0,1,48,4,5,0,0,0,0,0,0,0,https://www.m.naplesnews.com/news/2004/jan/23/ndn_honor_roll__jan__23__2004/
27,18,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,https://www.freedomfcu.org/
50,26,3,9,0,0,0,0,0,0,1,16,4,2,0,0,0,0,0,0,0,https://www.hockeydraftcentral.com/1983/83154.html
65,18,2,1,0,0,0,0,0,0,1,39,1,3,0,0,0,0,0,0,0,https://www.duckduckgo.com/1/c/African_American_television_actors
36,27,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,https://www.champagneappraisals.com/
37,28,3,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,https://www.vaniercollege.omnivox.ca/
39,30,3,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,https://www.mlsinmontreal.blogspot.com/
75,14,2,0,7,0,0,0,0,0,1,53,8,2,0,0,0,0,0,0,0,https://www.chacha.com/question/how-many-episodes-of-quantum-leap-are-there
66,16,2,15,2,0,0,0,0,0,1,42,5,3,0,0,0,0,0,0,0,https://www.facebook.com/pages/Lesbians-on-Ecstasy/112557788757383
34,16,2,0,0,0,0,0,0,0,1,10,9,1,0,0,0,0,0,0,0,https://www.facebook.com/TheDiesel
70,21,3,8,0,0,0,1,0,0,1,41,6,3,0,0,0,0,0,0,0,https://www.tour.suite703.com/scenes/adam_russo_and_dodger_wolf/11794/
91,21,3,6,0,0,0,0,0,0,1,18,17,1,1,1,0,0,0,0,0,https://www.profilecanada.com/companydetail.cfm?company=109730_Ivanhoe_Cambridge_Montral_QC
